Location,Type,DOB,DOW,Cal Year,Fiscal Year,Week,Period,Quarter,Hours,Labor $,Hour %,SalaryCost,SalaryPercent,Total Payroll,Sales,Area
Five Points,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,30.83,560,30.83,0,0,560,1815.74,SoCal 4
LBX,Actual,12/4/24,Wednesday,2024,2024,49,13,4,37.38,789,24.98,0,0,789,3157,SoCal 4
LBX,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,39,865.5,26.23,0,0,865.5,3300,SoCal 4
LBX,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,33.25,699,22.23,0,0,699,3143.78,SoCal 4
Long Beach,Actual,12/4/24,Wednesday,2024,2024,49,13,4,44.07,936,34.81,0,0,936,2688.58,SoCal 4
Long Beach,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,43.5,925,26.43,0,0,925,3500,SoCal 4
Long Beach,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,34.76,611,16.14,0,0,611,3784.82,SoCal 4
Manhattan Beach,Actual,12/4/24,Wednesday,2024,2024,49,13,4,28.38,676,30.18,0,0,676,2241.19,SoCal 4
Manhattan Beach,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,31,732,31.83,0,0,732,2300,SoCal 4
Manhattan Beach,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,32.08,652,24.51,0,0,652,2662.46,SoCal 4
Marina Del Rey,Actual,12/4/24,Wednesday,2024,2024,49,13,4,29.06,680,29.44,0,0,680,2308.75,SoCal 4
Marina Del Rey,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,29.5,690,30,0,0,690,2300,SoCal 4
Marina Del Rey,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,34.82,733,24.97,0,0,733,2937.87,SoCal 4
Newport Beach,Actual,12/4/24,Wednesday,2024,2024,49,13,4,35.5,743,15.33,183,4,926,4848.33,SoCal 4
Newport Beach,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,36,753.75,15.38,0,0,753.75,4900,SoCal 4
Newport Beach,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,31.4,521,20.09,177,7,698,2590.46,SoCal 4
Tustin,Actual,12/4/24,Wednesday,2024,2024,49,13,4,27.99,633,20.9,0,0,633,3026.94,SoCal 4
Tustin,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,29.5,667.5,23.42,0,0,667.5,2850,SoCal 4
Tustin,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,35.89,647,20.31,0,0,647,3184.53,SoCal 4
Westminster,Actual,12/4/24,Wednesday,2024,2024,49,13,4,22.91,531,32.38,0,0,531,1638.96,SoCal 4
Westminster,Scheduled,12/4/24,Wednesday,2024,2024,49,13,4,24.5,568.75,31.6,0,0,568.75,1800,SoCal 4
Westminster,Year Ago,12/4/24,Wednesday,2024,2024,49,13,4,30.24,553,34.06,0,0,553,1623.75,SoCal 4
Carson,Actual,12/5/24,Thursday,2024,2024,49,13,4,32.85,745,25.1,0,0,745,2965.87,SoCal 4
Carson,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,32.5,736.5,26.3,0,0,736.5,2800,SoCal 4
Carson,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,40.43,787,39.59,0,0,787,1989.25,SoCal 4
Costa Mesa,Actual,12/5/24,Thursday,2024,2024,49,13,4,24.84,604,37.5,0,0,604,1611.49,SoCal 4
Costa Mesa,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,24.5,599.75,31.57,0,0,599.75,1900,SoCal 4
Costa Mesa,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,28.27,557,29.41,0,0,557,1892.15,SoCal 4
El Segundo,Actual,12/5/24,Thursday,2024,2024,49,13,4,36.4,802,21.83,0,0,802,3672.31,SoCal 4
El Segundo,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,34.5,759.5,26.19,0,0,759.5,2900,SoCal 4
El Segundo,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,45.31,906,22.56,0,0,906,4018.07,SoCal 4
Fountain Valley,Actual,12/5/24,Thursday,2024,2024,49,13,4,27.39,621,27.94,0,0,621,2223.35,SoCal 4
Fountain Valley,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,26.75,603.75,30.19,0,0,603.75,2000,SoCal 4
Fountain Valley,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,34.86,574,19.81,0,0,574,2896.12,SoCal 4
Five Points,Actual,12/5/24,Thursday,2024,2024,49,13,4,23.66,526,43.83,0,0,526,1199.83,SoCal 4
Five Points,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,26.25,583.75,38.92,0,0,583.75,1500,SoCal 4
Five Points,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,30.25,558,29.83,0,0,558,1870.37,SoCal 4
LBX,Actual,12/5/24,Thursday,2024,2024,49,13,4,38.3,858,25.12,0,0,858,3413.55,SoCal 4
LBX,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,41.5,928.5,28.14,0,0,928.5,3300,SoCal 4
LBX,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,37.37,807,31.07,0,0,807,2596.69,SoCal 4
Long Beach,Actual,12/5/24,Thursday,2024,2024,49,13,4,42.66,973,25.73,0,0,973,3780.59,SoCal 4
Long Beach,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,41.5,944,26.22,0,0,944,3600,SoCal 4
Long Beach,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,41.39,859,16.41,0,0,859,5431.31,SoCal 4
Manhattan Beach,Actual,12/5/24,Thursday,2024,2024,49,13,4,28.78,674,35.67,0,0,674,1888.35,SoCal 4
Manhattan Beach,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,31.5,735,27.22,0,0,735,2700,SoCal 4
Manhattan Beach,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,33.59,726,28.04,0,0,726,2588.72,SoCal 4
Marina Del Rey,Actual,12/5/24,Thursday,2024,2024,49,13,4,23.77,548,19.19,0,0,548,2984.05,SoCal 4
Marina Del Rey,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,26.5,597.5,22.98,0,0,597.5,2600,SoCal 4
Marina Del Rey,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,37.7,754,35.38,0,0,754,2132.5,SoCal 4
Newport Beach,Actual,12/5/24,Thursday,2024,2024,49,13,4,34.57,765,24.22,183,6,948,3159.84,SoCal 4
Newport Beach,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,33,728.25,26.01,0,0,728.25,2800,SoCal 4
Newport Beach,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,34.14,627,18.94,177,5,804,3440.63,SoCal 4
Tustin,Actual,12/5/24,Thursday,2024,2024,49,13,4,34.55,771,21.62,0,0,771,3565.13,SoCal 4
Tustin,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,31,692,23.46,0,0,692,2950,SoCal 4
Tustin,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,41.06,744,20.23,0,0,744,3852.33,SoCal 4
Westminster,Actual,12/5/24,Thursday,2024,2024,49,13,4,21.64,509,31.83,0,0,509,1599.17,SoCal 4
Westminster,Scheduled,12/5/24,Thursday,2024,2024,49,13,4,19.75,467,25.94,0,0,467,1800,SoCal 4
Westminster,Year Ago,12/5/24,Thursday,2024,2024,49,13,4,27.97,548,25.71,0,0,548,2133.37,SoCal 4
Carson,Actual,12/6/24,Friday,2024,2024,49,13,4,35.34,788,26.14,0,0,788,3016.59,SoCal 4
Carson,Scheduled,12/6/24,Friday,2024,2024,49,13,4,35.25,790.5,28.23,0,0,790.5,2800,SoCal 4
Carson,Year Ago,12/6/24,Friday,2024,2024,49,13,4,40.5,791,25.39,0,0,791,3113.99,SoCal 4
Costa Mesa,Actual,12/6/24,Friday,2024,2024,49,13,4,25.86,588,30.02,0,0,588,1959.31,SoCal 4
Costa Mesa,Scheduled,12/6/24,Friday,2024,2024,49,13,4,26.25,599.25,26.05,0,0,599.25,2300,SoCal 4
Costa Mesa,Year Ago,12/6/24,Friday,2024,2024,49,13,4,29.04,591,27.51,0,0,591,2220.92,SoCal 4
El Segundo,Actual,12/6/24,Friday,2024,2024,49,13,4,31.79,653,22.38,0,0,653,2918.2,SoCal 4
El Segundo,Scheduled,12/6/24,Friday,2024,2024,49,13,4,31.75,652.63,20.39,0,0,652.63,3200,SoCal 4
El Segundo,Year Ago,12/6/24,Friday,2024,2024,49,13,4,39.78,867,29.99,0,0,867,2890.96,SoCal 4
Fountain Valley,Actual,12/6/24,Friday,2024,2024,49,13,4,26.59,595,26.1,0,0,595,2278.67,SoCal 4
Fountain Valley,Scheduled,12/6/24,Friday,2024,2024,49,13,4,25.75,574.75,26.13,0,0,574.75,2200,SoCal 4
Fountain Valley,Year Ago,12/6/24,Friday,2024,2024,49,13,4,35.87,625,23.08,0,0,625,2709.72,SoCal 4
Five Points,Actual,12/6/24,Friday,2024,2024,49,13,4,30.88,699,39.66,0,0,699,1761.45,SoCal 4
Five Points,Scheduled,12/6/24,Friday,2024,2024,49,13,4,30.5,690,53.08,0,0,690,1300,SoCal 4
Five Points,Year Ago,12/6/24,Friday,2024,2024,49,13,4,35.34,631,26.58,0,0,631,2375.32,SoCal 4
LBX,Actual,12/6/24,Friday,2024,2024,49,13,4,42.02,922,27.82,0,0,922,3315.45,SoCal 4
LBX,Scheduled,12/6/24,Friday,2024,2024,49,13,4,43.5,958.5,29.05,0,0,958.5,3300,SoCal 4
LBX,Year Ago,12/6/24,Friday,2024,2024,49,13,4,35.21,708,19.45,0,0,708,3640.65,SoCal 4
Long Beach,Actual,12/6/24,Friday,2024,2024,49,13,4,33.25,731,25.97,0,0,731,2814.69,SoCal 4
Long Beach,Scheduled,12/6/24,Friday,2024,2024,49,13,4,39,896.25,24.22,0,0,896.25,3700,SoCal 4
Long Beach,Year Ago,12/6/24,Friday,2024,2024,49,13,4,47.28,979,26.1,0,0,979,3749.85,SoCal 4
Manhattan Beach,Actual,12/6/24,Friday,2024,2024,49,13,4,32.14,709,26.98,0,0,709,2629.29,SoCal 4
Manhattan Beach,Scheduled,12/6/24,Friday,2024,2024,49,13,4,34.25,751.25,27.82,0,0,751.25,2700,SoCal 4
Manhattan Beach,Year Ago,12/6/24,Friday,2024,2024,49,13,4,37.51,768,32.7,0,0,768,2348.15,SoCal 4
Marina Del Rey,Actual,12/6/24,Friday,2024,2024,49,13,4,29.39,683,29.73,0,0,683,2298.42,SoCal 4
Marina Del Rey,Scheduled,12/6/24,Friday,2024,2024,49,13,4,29.5,686,24.5,0,0,686,2800,SoCal 4
Marina Del Rey,Year Ago,12/6/24,Friday,2024,2024,49,13,4,35.22,696,22.54,0,0,696,3086.39,SoCal 4
Newport Beach,Actual,12/6/24,Friday,2024,2024,49,13,4,26.14,603,22.06,183,6,786,2827.33,SoCal 4
Newport Beach,Scheduled,12/6/24,Friday,2024,2024,49,13,4,26,598.25,29.91,0,0,598.25,2000,SoCal 4
Newport Beach,Year Ago,12/6/24,Friday,2024,2024,49,13,4,39.29,721,23.6,177,6,898,3160.29,SoCal 4
Tustin,Actual,12/6/24,Friday,2024,2024,49,13,4,38.95,794,22.83,0,0,794,3477.52,SoCal 4
Tustin,Scheduled,12/6/24,Friday,2024,2024,49,13,4,34.75,710.25,23.68,0,0,710.25,3000,SoCal 4
Tustin,Year Ago,12/6/24,Friday,2024,2024,49,13,4,37.72,613,19.2,0,0,613,3279.43,SoCal 4
Westminster,Actual,12/6/24,Friday,2024,2024,49,13,4,26.21,599,34.69,0,0,599,1799.76,SoCal 4
Westminster,Scheduled,12/6/24,Friday,2024,2024,49,13,4,27.5,623.75,36.69,0,0,623.75,1700,SoCal 4
Westminster,Year Ago,12/6/24,Friday,2024,2024,49,13,4,27.14,546,27.45,0,0,546,2044.92,SoCal 4
Carson,Actual,12/7/24,Saturday,2024,2024,49,13,4,33.66,693,28.79,0,0,693,2480.1,SoCal 4
Carson,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,36.5,748,26.71,0,0,748,2800,SoCal 4
Carson,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,35.12,664,25.67,0,0,664,2586.93,SoCal 4
Costa Mesa,Actual,12/7/24,Saturday,2024,2024,49,13,4,25.81,575,23.07,0,0,575,2491.38,SoCal 4
Costa Mesa,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,26,578.75,28.94,0,0,578.75,2000,SoCal 4
Costa Mesa,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,28.91,549,24.66,0,0,549,2309.21,SoCal 4
El Segundo,Actual,12/7/24,Saturday,2024,2024,49,13,4,27.08,602,46.53,0,0,602,1294.51,SoCal 4
El Segundo,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,27,604.25,30.21,0,0,604.25,2000,SoCal 4
El Segundo,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,34.08,617,39.26,0,0,617,1571.92,SoCal 4
Fountain Valley,Actual,12/7/24,Saturday,2024,2024,49,13,4,28.25,579,25.36,0,0,579,2281.41,SoCal 4
Fountain Valley,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,33.25,678.25,27.13,0,0,678.25,2500,SoCal 4
Fountain Valley,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,42.85,789,22.55,0,0,789,3496.96,SoCal 4
Five Points,Actual,12/7/24,Saturday,2024,2024,49,13,4,27.49,582,41.43,0,0,582,1453.35,SoCal 4
Five Points,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,28,627.5,36.91,0,0,627.5,1700,SoCal 4
Five Points,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,33.43,631,27.76,0,0,631,2271.14,SoCal 4
LBX,Actual,12/7/24,Saturday,2024,2024,49,13,4,44.97,972,35.82,0,0,972,2713.94,SoCal 4
LBX,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,45.5,983.5,25.22,0,0,983.5,3900,SoCal 4
LBX,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,42.57,869,21.23,0,0,869,4094.64,SoCal 4
Long Beach,Actual,12/7/24,Saturday,2024,2024,49,13,4,46.54,1099,26.37,0,0,1099,4169.05,SoCal 4
Long Beach,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,48.5,1124,28.1,0,0,1124,4000,SoCal 4
Long Beach,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,40.33,831,21.21,0,0,831,3916.74,SoCal 4
Manhattan Beach,Actual,12/7/24,Saturday,2024,2024,49,13,4,32.95,721,25.21,0,0,721,2862.06,SoCal 4
Manhattan Beach,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,34.75,761.25,28.19,0,0,761.25,2700,SoCal 4
Manhattan Beach,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,42.16,861,24.57,0,0,861,3502.45,SoCal 4
Marina Del Rey,Actual,12/7/24,Saturday,2024,2024,49,13,4,29.99,648,31.46,0,0,648,2060.34,SoCal 4
Marina Del Rey,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,31,672,30.55,0,0,672,2200,SoCal 4
Marina Del Rey,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,32.75,681,29.64,0,0,681,2295.75,SoCal 4
Newport Beach,Actual,12/7/24,Saturday,2024,2024,49,13,4,26.37,585,29.04,183,9,768,2013.17,SoCal 4
Newport Beach,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,26,572.75,33.69,0,0,572.75,1700,SoCal 4
Newport Beach,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,34.55,617,42.56,177,12,794,1449.66,SoCal 4
Tustin,Actual,12/7/24,Saturday,2024,2024,49,13,4,34.59,714,19.84,0,0,714,3597.26,SoCal 4
Tustin,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,35.25,727.25,23.84,0,0,727.25,3050,SoCal 4
Tustin,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,42.77,766,22.19,0,0,766,3532.39,SoCal 4
Westminster,Actual,12/7/24,Saturday,2024,2024,49,13,4,22.07,510,23.51,0,0,510,2169.01,SoCal 4
Westminster,Scheduled,12/7/24,Saturday,2024,2024,49,13,4,23.5,541.25,22.55,0,0,541.25,2400,SoCal 4
Westminster,Year Ago,12/7/24,Saturday,2024,2024,49,13,4,25.78,528,19.98,0,0,528,2640.39,SoCal 4
Carson,Actual,12/8/24,Sunday,2024,2024,49,13,4,35.54,725,27.1,0,0,725,2673.98,SoCal 4
Carson,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,35,714,25.5,0,0,714,2800,SoCal 4
Carson,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,32.11,562,22.9,0,0,562,2454.85,SoCal 4
Costa Mesa,Actual,12/8/24,Sunday,2024,2024,49,13,4,26.5,590,32.89,0,0,590,1793.15,SoCal 4
Costa Mesa,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,25.25,561.25,28.06,0,0,561.25,2000,SoCal 4
Costa Mesa,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,28.29,584,30.15,0,0,584,1937.08,SoCal 4
El Segundo,Actual,12/8/24,Sunday,2024,2024,49,13,4,25.9,536,24.99,0,0,536,2232.02,SoCal 4
El Segundo,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,25,516.25,25.81,0,0,516.25,2000,SoCal 4
El Segundo,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,32.37,671,33.35,0,0,671,2012.64,SoCal 4
Fountain Valley,Actual,12/8/24,Sunday,2024,2024,49,13,4,26.57,543,40.63,0,0,543,1337.15,SoCal 4
Fountain Valley,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,26.75,546.75,32.16,0,0,546.75,1700,SoCal 4
Fountain Valley,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,41.04,724,36.83,0,0,724,2012.58,SoCal 4
Five Points,Actual,12/8/24,Sunday,2024,2024,49,13,4,27.21,617,37.65,0,0,617,1639.71,SoCal 4
Five Points,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,27,614.5,36.15,0,0,614.5,1700,SoCal 4
Five Points,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,28.75,548,22.63,0,0,548,2420.22,SoCal 4
LBX,Actual,12/8/24,Sunday,2024,2024,49,13,4,38.76,848,27.42,0,0,848,3093.94,SoCal 4
LBX,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,39,852.5,25.07,0,0,852.5,3400,SoCal 4
LBX,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,40.96,784,20.41,0,0,784,3840.53,SoCal 4
Long Beach,Actual,12/8/24,Sunday,2024,2024,49,13,4,39.69,926,25.77,0,0,926,3594.99,SoCal 4
Long Beach,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,40,916.25,22.91,0,0,916.25,4000,SoCal 4
Long Beach,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,46.71,939,20.23,0,0,939,4642.23,SoCal 4
Manhattan Beach,Actual,12/8/24,Sunday,2024,2024,49,13,4,31.49,727,20.47,0,0,727,3553.5,SoCal 4
Manhattan Beach,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,33.75,768.75,28.47,0,0,768.75,2700,SoCal 4
Manhattan Beach,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,43.23,863,20.85,0,0,863,4138.3,SoCal 4
Marina Del Rey,Actual,12/8/24,Sunday,2024,2024,49,13,4,28.11,641,26,0,0,641,2463.24,SoCal 4
Marina Del Rey,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,31.5,706.5,28.26,0,0,706.5,2500,SoCal 4
Marina Del Rey,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,35.26,683,26.1,0,0,683,2617.09,SoCal 4
Newport Beach,Actual,12/8/24,Sunday,2024,2024,49,13,4,26.24,536,27.49,183,9,719,1949.08,SoCal 4
Newport Beach,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,25.25,515.5,30.32,0,0,515.5,1700,SoCal 4
Newport Beach,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,32.84,576,35.42,177,11,753,1625.25,SoCal 4
Tustin,Actual,12/8/24,Sunday,2024,2024,49,13,4,30.59,699,23.82,0,0,699,2935.1,SoCal 4
Tustin,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,30,690,22.26,0,0,690,3100,SoCal 4
Tustin,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,35.35,625,16.45,0,0,625,3798.13,SoCal 4
Westminster,Actual,12/8/24,Sunday,2024,2024,49,13,4,23.52,567,36.83,0,0,567,1538.91,SoCal 4
Westminster,Scheduled,12/8/24,Sunday,2024,2024,49,13,4,24.5,591.25,39.42,0,0,591.25,1500,SoCal 4
Westminster,Year Ago,12/8/24,Sunday,2024,2024,49,13,4,26.71,526,28.73,0,0,526,1832.15,SoCal 4
Carson,Actual,12/9/24,Monday,2024,2024,50,13,4,34.28,772,25.41,0,0,772,3038.78,SoCal 4
Carson,Scheduled,12/9/24,Monday,2024,2024,50,13,4,32.5,735.5,29.42,0,0,735.5,2500,SoCal 4
Carson,Year Ago,12/9/24,Monday,2024,2024,50,13,4,41.76,821,33.08,0,0,821,2480.66,SoCal 4
Costa Mesa,Actual,12/9/24,Monday,2024,2024,50,13,4,26.11,614,39.55,0,0,614,1553.57,SoCal 4
Costa Mesa,Scheduled,12/9/24,Monday,2024,2024,50,13,4,25,595.25,42.52,0,0,595.25,1400,SoCal 4
Costa Mesa,Year Ago,12/9/24,Monday,2024,2024,50,13,4,26.68,530,35.71,0,0,530,1484.68,SoCal 4
El Segundo,Actual,12/9/24,Monday,2024,2024,50,13,4,35.23,779,28.92,0,0,779,2692.03,SoCal 4
El Segundo,Scheduled,12/9/24,Monday,2024,2024,50,13,4,34.5,763.38,33.19,0,0,763.38,2300,SoCal 4
El Segundo,Year Ago,12/9/24,Monday,2024,2024,50,13,4,36.22,768,19.62,0,0,768,3913.66,SoCal 4
Fountain Valley,Actual,12/9/24,Monday,2024,2024,50,13,4,25.27,584,36.2,0,0,584,1613.15,SoCal 4
Fountain Valley,Scheduled,12/9/24,Monday,2024,2024,50,13,4,27.25,624.25,34.68,0,0,624.25,1800,SoCal 4
Fountain Valley,Year Ago,12/9/24,Monday,2024,2024,50,13,4,35.04,641,35.42,0,0,641,1882.06,SoCal 4
Five Points,Actual,12/9/24,Monday,2024,2024,50,13,4,28.74,667,47.5,0,0,667,1403.37,SoCal 4
Five Points,Scheduled,12/9/24,Monday,2024,2024,50,13,4,26,591.5,39.43,0,0,591.5,1500,SoCal 4
Five Points,Year Ago,12/9/24,Monday,2024,2024,50,13,4,31.3,584,40.42,0,0,584,1445.85,SoCal 4
LBX,Actual,12/9/24,Monday,2024,2024,50,13,4,37.68,845,29.08,0,0,845,2905.43,SoCal 4
LBX,Scheduled,12/9/24,Monday,2024,2024,50,13,4,39.5,881,40.05,0,0,881,2200,SoCal 4
LBX,Year Ago,12/9/24,Monday,2024,2024,50,13,4,35.95,743,34.56,0,0,743,2149.68,SoCal 4
Long Beach,Actual,12/9/24,Monday,2024,2024,50,13,4,44.92,1075,30.97,0,0,1075,3471.64,SoCal 4
Long Beach,Scheduled,12/9/24,Monday,2024,2024,50,13,4,45,1071.5,34.56,0,0,1071.5,3100,SoCal 4
Long Beach,Year Ago,12/9/24,Monday,2024,2024,50,13,4,40.72,756,22.85,0,0,756,3310.33,SoCal 4
Manhattan Beach,Actual,12/9/24,Monday,2024,2024,50,13,4,29.07,686,30.35,0,0,686,2260.99,SoCal 4
Manhattan Beach,Scheduled,12/9/24,Monday,2024,2024,50,13,4,30,702.5,33.45,0,0,702.5,2100,SoCal 4
Manhattan Beach,Year Ago,12/9/24,Monday,2024,2024,50,13,4,34.22,728,25.36,0,0,728,2870.75,SoCal 4
Marina Del Rey,Actual,12/9/24,Monday,2024,2024,50,13,4,38.03,896,34.47,0,0,896,2599.85,SoCal 4
Marina Del Rey,Scheduled,12/9/24,Monday,2024,2024,50,13,4,36,841,42.05,0,0,841,2000,SoCal 4
Marina Del Rey,Year Ago,12/9/24,Monday,2024,2024,50,13,4,33.5,678,28.96,0,0,678,2340.7,SoCal 4
Newport Beach,Actual,12/9/24,Monday,2024,2024,50,13,4,31.48,701,22.98,183,6,884,3052.18,SoCal 4
Newport Beach,Scheduled,12/9/24,Monday,2024,2024,50,13,4,24,536.25,23.32,0,0,536.25,2300,SoCal 4
Newport Beach,Year Ago,12/9/24,Monday,2024,2024,50,13,4,29.38,540,28.99,177,10,717,1862.61,SoCal 4
Tustin,Actual,12/9/24,Monday,2024,2024,50,13,4,36.35,863,32.62,0,0,863,2646.24,SoCal 4
Tustin,Scheduled,12/9/24,Monday,2024,2024,50,13,4,34.5,833,32.04,0,0,833,2600,SoCal 4
Tustin,Year Ago,12/9/24,Monday,2024,2024,50,13,4,33.18,615,26.13,0,0,615,2352.42,SoCal 4
Westminster,Actual,12/9/24,Monday,2024,2024,50,13,4,24,557,28.43,0,0,557,1959.69,SoCal 4
Westminster,Scheduled,12/9/24,Monday,2024,2024,50,13,4,24,581.25,48.44,0,0,581.25,1200,SoCal 4
Westminster,Year Ago,12/9/24,Monday,2024,2024,50,13,4,26.27,521,39.03,0,0,521,1334,SoCal 4
Carson,Actual,12/10/24,Tuesday,2024,2024,50,13,4,35.87,804,22.32,0,0,804,3602.13,SoCal 4
Carson,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,36,810.5,27.02,0,0,810.5,3000,SoCal 4
Carson,Year Ago,12/10/24,Tuesday,2024,2024,50,13,4,30.19,621,16.9,0,0,621,3674.33,SoCal 4
Costa Mesa,Actual,12/10/24,Tuesday,2024,2024,50,13,4,24.6,569,50.97,0,0,569,1116.9,SoCal 4
Costa Mesa,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,25.5,607.75,35.75,0,0,607.75,1700,SoCal 4
Costa Mesa,Year Ago,12/10/24,Tuesday,2024,2024,50,13,4,27.59,499,24.54,0,0,499,2034.11,SoCal 4
El Segundo,Actual,12/10/24,Tuesday,2024,2024,50,13,4,31.13,694,30.28,0,0,694,2291.65,SoCal 4
El Segundo,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,34.5,760.75,27.17,0,0,760.75,2800,SoCal 4
El Segundo,Year Ago,12/10/24,Tuesday,2024,2024,50,13,4,36.63,744,30.59,0,0,744,2432.47,SoCal 4
Fountain Valley,Actual,12/10/24,Tuesday,2024,2024,50,13,4,23.89,491,34.9,0,0,491,1405.6,SoCal 4
Fountain Valley,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,26.75,546.75,30.38,0,0,546.75,1800,SoCal 4
Fountain Valley,Year Ago,12/10/24,Tuesday,2024,2024,50,13,4,36.09,682,35.89,0,0,682,1946.9,SoCal 4
Five Points,Actual,12/10/24,Tuesday,2024,2024,50,13,4,26.37,588,39.21,0,0,588,1500.17,SoCal 4
Five Points,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,27.25,608.75,50.73,0,0,608.75,1200,SoCal 4
Five Points,Year Ago,12/10/24,Tuesday,2024,2024,50,13,4,23.96,461,33.96,0,0,461,1358.48,SoCal 4
LBX,Actual,12/10/24,Tuesday,2024,2024,50,13,4,40.53,909,35.92,0,0,909,2530.11,SoCal 4
LBX,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,40,896.5,29.88,0,0,896.5,3000,SoCal 4
LBX,Year Ago,12/10/24,Tuesday,2024,2024,50,13,4,38,806,36.61,0,0,806,2200.93,SoCal 4
Long Beach,Actual,12/10/24,Tuesday,2024,2024,50,13,4,42.48,1015,32.69,0,0,1015,3104.38,SoCal 4
Long Beach,Scheduled,12/10/24,Tuesday,2024,2024,50,13,4,42,986,32.87,0,0,986,3000,SoCal 4
